title,url,school,degree,pace,duration,languages,based,price
MS in Architecture,https://www.masterstudies.com/MS-in-Architecture/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time,18-24Months,English,Campus,
MS in Construction Management,https://www.masterstudies.com/MS-in-Construction-Management/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time                                                     Part-time,1-2Years,English,Campus Online,
MS in Geospatial Technology for Geodesign,https://www.masterstudies.com/MS-in-Geospatial-Technology-for-Geodesign/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time                                                     Part-time,18-24Months,English,Campus,
MS in Interior Architecture,https://www.masterstudies.com/MS-in-Interior-Architecture/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time                                                     Part-time,1-3Years,English,Campus,
MS in Real Estate Development,https://www.masterstudies.com/MS-in-Real-Estate-Development/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time                                                     Part-time,18-30Months,English,Campus,
MS in Sustainable Design,https://www.masterstudies.com/MS-in-Sustainable-Design/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time,18-24Months,English,Online & Campus Combined Campus Online,
MS in Industrial Design,https://www.masterstudies.com/MS-in-Industrial-Design/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time,2Years,English,Campus,
MS in Surface Imaging,https://www.masterstudies.com/MS-in-Surface-Imaging/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time,1Years,English,Campus,
MS in Textile Design,https://www.masterstudies.com/MS-in-Textile-Design/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time                                                     Part-time,4-5Semesters,English,Campus,
MS in User Experience & Interaction Design,https://www.masterstudies.com/MS-in-User-Experience-and-Interaction-Design/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time,18-24Months,English,Campus,
MS in Global Fashion Enterprise,https://www.masterstudies.com/MS-in-Global-Fashion-Enterprise/USA/Thomas-Jefferson-University/,Thomas Jefferson University,MSc,Full-time                                                     Part-time,1-2Years,English,Campus Online,
Master of Business Administration,https://www.masterstudies.com/Master-of-Business-Administration/USA/Clayton-State-University/,Clayton State University,Master,Full-time,2Years,English,Campus Online,
MSc in Mechanical Engineering,https://www.masterstudies.com/MSc-in-Mechanical-Engineering/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Mathematics,https://www.masterstudies.com/MSc-in-Mathematics/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Information Technology,https://www.masterstudies.com/MSc-in-Information-Technology/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Electrical Engineering,https://www.masterstudies.com/MSc-in-Electrical-Engineering/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Computer Science,https://www.masterstudies.com/MSc-in-Computer-Science/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time                                                     Part-time,2Years,English,Online & Campus Combined,
MSc in Civil Engineering,https://www.masterstudies.com/MSc-in-Civil-Engineering/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Applied Physical Science,https://www.masterstudies.com/MSc-in-Applied-Physical-Science/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Applied Geography,https://www.masterstudies.com/MSc-in-Applied-Geography/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Campus,
MSc in Applied Economics,https://www.onlinestudies.com/MSc-in-Applied-Economics/USA/Georgia-Southern-University/,Georgia Southern University,MSc,Full-time,2Years,English,Online,
Master of Public Administration,https://www.masterstudies.com/Master-of-Public-Administration/USA/Georgia-Southern-University/,Georgia Southern University,Master,Full-time,2Years,English,Campus,
Master of Health Administration,https://www.masterstudies.com/Master-of-Health-Administration/USA/Georgia-Southern-University/,Georgia Southern University,Master,Full-time,2Years,English,Campus,
Master of Fine Arts,https://www.masterstudies.com/Master-of-Fine-Arts/USA/Georgia-Southern-University/,Georgia Southern University,Master,Full-time,2Years,English,Campus,
Master of Music,https://www.masterstudies.com/Master-of-Music/USA/Georgia-Southern-University/,Georgia Southern University,Master,Full-time,2Years,English,Campus,
Master of Education in Higher Education Administration,https://www.masterstudies.com/Master-of-Education-in-Higher-Education-Administration/USA/Georgia-Southern-University/,Georgia Southern University,Master,Full-time                                                     Part-time,2Years,English,Online & Campus Combined,
"Master of Education in Evaluation, Assessment, Research, and Learning",https://www.onlinestudies.com/Master-of-Education-in-Evaluation-Assessment-Research-and-Learning/USA/Georgia-Southern-University/,Georgia Southern University,Master,Full-time,2Years,English,Online,
MA in Professional Communication and Leadership,https://www.masterstudies.com/MA-in-Professional-Communication-and-Leadership/USA/Georgia-Southern-University/,Georgia Southern University,MA,Full-time,2Years,English,Campus,
MA in English,https://www.masterstudies.com/MA-in-English/USA/Georgia-Southern-University/,Georgia Southern University,MA,Full-time,2Years,English,Campus,
MA in Social Science,https://www.masterstudies.com/MA-in-Social-Science/USA/Georgia-Southern-University/,Georgia Southern University,MA,Full-time,2Years,English,Campus,
MA in History,https://www.masterstudies.com/MA-in-History/USA/Georgia-Southern-University/,Georgia Southern University,MA,Full-time,2Years,English,Campus,
Master of Arts in Coaching,https://www.onlinestudies.com/Master-of-Arts-in-Coaching/USA/Florida-Christian-University/,Florida Christian University,MA,Full-time,1-2Years,"Portuguese (Brazil),                            Spanish",Online,
Master of Arts in Clinical Counseling,https://www.onlinestudies.com/Master-of-Arts-in-Clinical-Counseling/USA/Florida-Christian-University/,Florida Christian University,MA,Full-time,1-2Years,"English,                            Portuguese (Brazil),                            Spanish",Online,
Master of Arts in Marriage and Family Therapy,https://www.onlinestudies.com/Master-of-Arts-in-Marriage-and-Family-Therapy/USA/Florida-Christian-University/,Florida Christian University,MA,Full-time,1-2Years,English,Online,
Master of Arts in Principled Education,https://www.onlinestudies.com/Master-of-Arts-in-Principled-Education/USA/Florida-Christian-University/,Florida Christian University,MA,Full-time,1-2Years,Portuguese (Brazil),Online,
Master of Arts in Theology,https://www.onlinestudies.com/Master-of-Arts-in-Theology/USA/Florida-Christian-University/,Florida Christian University,MA,Full-time,1-2Years,"English,                            Portuguese (Brazil),                            Spanish",Online,
Master of Science in Business Administration,https://www.onlinestudies.com/Master-of-Science-in-Business-Administration/USA/Florida-Christian-University/,Florida Christian University,MSc,Full-time,1-2Years,"Portuguese (Brazil),                            Spanish",Online,
Master of Science in Education,https://www.onlinestudies.com/Master-of-Science-in-Education/USA/Florida-Christian-University/,Florida Christian University,MSc,Full-time,1-2Years,Portuguese (Brazil),Online,
M.A. TESOL,https://www.masterstudies.com/M.A.-TESOL/USA/California-State-University-East-Bay/,"California State University, East Bay",MA,Full-time,2Years,English,Campus,
Master of Arts in Non-Governmental Organization Management,https://www.onlinestudies.com/Master-of-Arts-in-Non-Governmental-Organization-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
M.S. in Electrical Engineering,https://www.masterstudies.com/M.S.-in-Electrical-Engineering/USA/The-University-of-Texas-at-San-Antonio/,The University of Texas at San Antonio,MSc,Full-time,18-30Months,English,Campus,
Master of Architecture (M.Arch.),https://www.masterstudies.com/Master-of-Architecture-(M.Arch.)/USA/The-University-of-Texas-at-San-Antonio/,The University of Texas at San Antonio,Master,Full-time,2Years,English,Campus,
MSc in Cellular and Molecular Biology,https://www.masterstudies.com/MSc-in-Cellular-and-Molecular-Biology/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time,2Years,English,Campus,
MSc in Chemistry,https://www.masterstudies.com/MSc-in-Chemistry/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time                                                     Part-time,2-3Years,English,Campus,
MA in Industrial/Organizational Psychology,https://www.masterstudies.com/MA-in-IndustrialOrganizational-Psychology/USA/University-of-New-Haven/,University of New Haven,MA,Full-time                                                     Part-time,2-3Years,English,Campus,
MSc in Data Science,https://www.masterstudies.com/MSc-in-Data-Science/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time                                                     Part-time,18-48Years,English,Campus,
MSc in Environmental Science,https://www.masterstudies.com/MSc-in-Environmental-Science/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time,2Years,English,Campus,
MSc in Finance,https://www.masterstudies.com/MSc-in-Finance/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time,12-24Months,English,Campus,
MSc in Sport Management,https://www.masterstudies.com/MSc-in-Sport-Management/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time                                                     Part-time,12-18Years,English,Online & Campus Combined Campus Online,
MSc in Mechanical Engineering,https://www.masterstudies.com/MSc-in-Mechanical-Engineering/USA/University-of-New-Haven/,University of New Haven,MSc,Full-time,18-24Months,English,Campus,
MSc in Finance,https://www.masterstudies.com/MSc-in-Finance/USA/University-of-Delaware-Alfred-Lerner-College-of-Business-and-Economics/,"University of Delaware, Alfred Lerner College of Business & Economics",MSc,Full-time                                                     Part-time,12-18Months,English,Campus,
MSc in Accounting,https://www.masterstudies.com/MSc-in-Accounting/USA/University-of-Delaware-Alfred-Lerner-College-of-Business-and-Economics/,"University of Delaware, Alfred Lerner College of Business & Economics",MSc,Full-time                                                     Part-time,1-5Years,English,Campus,
Master of Accounting Practice,https://www.masterstudies.com/Master-of-Accounting-Practice/USA/University-of-Delaware-Alfred-Lerner-College-of-Business-and-Economics/,"University of Delaware, Alfred Lerner College of Business & Economics",Master,Full-time,1-2Years,English,Campus,
MSc in Business Analytics and Information Management,https://www.masterstudies.com/MSc-in-Business-Analytics-and-Information-Management/USA/University-of-Delaware-Alfred-Lerner-College-of-Business-and-Economics/,"University of Delaware, Alfred Lerner College of Business & Economics",MSc,Full-time,18Months,English,Campus,
MSc in Hospitality Business Management,https://www.masterstudies.com/MSc-in-Hospitality-Business-Management/USA/University-of-Delaware-Alfred-Lerner-College-of-Business-and-Economics/,"University of Delaware, Alfred Lerner College of Business & Economics",MSc,Full-time,1-2Years,English,Campus,
MS in Business Analytics,https://www.masterstudies.com/MS-in-Business-Analytics/USA/Goizueta-Business-School/,Goizueta Business School,MSc,Full-time,10Months,English,Campus,
Master in Instructional Systems & Learning Technologies,https://www.masterstudies.com/Master-in-Instructional-Systems-and-Learning-Technologies/USA/Florida-State-University-College-of-Education/,"Florida State University, College of Education",Master,,2Years,English,Campus Online,
Master in Foreign and Second Language Education,https://www.masterstudies.com/Master-in-Foreign-and-Second-Language-Education/USA/Florida-State-University-College-of-Education/,"Florida State University, College of Education",Master,,2Years,English,Campus Online,
Master in Mathematics Education,https://www.masterstudies.com/Master-in-Mathematics-Education/USA/Florida-State-University-College-of-Education/,"Florida State University, College of Education",Master,,2Years,English,Campus Online,
Master in International & Multicultural Education,https://www.masterstudies.com/Master-in-International-and-Multicultural-Education/USA/Florida-State-University-College-of-Education/,"Florida State University, College of Education",Master,,2Years,English,Campus,
Master in Measurement & Statistics,https://www.masterstudies.com/Master-in-Measurement-and-Statistics/USA/Florida-State-University-College-of-Education/,"Florida State University, College of Education",Master,,2Years,English,Campus,
Master in Sport Management,https://www.masterstudies.com/Master-in-Sport-Management/USA/Florida-State-University-College-of-Education/,"Florida State University, College of Education",Master,,2Years,English,Campus,
Master of Public Affairs,https://www.masterstudies.com/Master-of-Public-Affairs/USA/University-of-Missouri-Truman-School-of-Public-Affairs/,University of Missouri Truman School of Public Affairs,Master,Full-time,,English,Campus,
Online Master of Public Affairs,https://www.onlinestudies.com/Online-Master-of-Public-Affairs/USA/University-of-Missouri-Truman-School-of-Public-Affairs/,University of Missouri Truman School of Public Affairs,Master,Full-time,9Weeks,English,Online,
Master of Science in Applied Computer Science,https://www.masterstudies.com/Master-of-Science-in-Applied-Computer-Science/USA/Southeast-Missouri-State-University-Harrison-College-of-Business-and-Computing/,Southeast Missouri State University Harrison College of Business and Computing,MSc,Full-time,,English,Campus,
Master of Science in Management,https://www.masterstudies.com/Master-of-Science-in-Management/USA/Southeast-Missouri-State-University-Harrison-College-of-Business-and-Computing/,Southeast Missouri State University Harrison College of Business and Computing,MSc,Full-time,,English,Campus,
"Electrical & Computer Engineering, M.S.",https://www.masterstudies.com/Electrical-and-Computer-Engineering-M.S./USA/New-York-Institute-of-Technology-(NYIT)/,New York Institute of Technology (NYIT),MSc,Full-time,1-2Years,English,Campus,
"Bioengineering, M.S.",https://www.masterstudies.com/Bioengineering-M.S./USA/New-York-Institute-of-Technology-(NYIT)/,New York Institute of Technology (NYIT),MSc,Full-time,1-2Years,English,Campus,
"Mechanical Engineering, M.S.",https://www.masterstudies.com/Mechanical-Engineering-M.S./USA/New-York-Institute-of-Technology-(NYIT)/,New York Institute of Technology (NYIT),MSc,Full-time,1-2Years,English,Campus,
"Computer Science, M.S.",https://www.masterstudies.com/Computer-Science-M.S./USA/New-York-Institute-of-Technology-(NYIT)/,New York Institute of Technology (NYIT),MSc,Full-time,1-2Years,English,Campus,
"Cybersecurity, M.S.",https://www.masterstudies.com/Cybersecurity-M.S./USA/New-York-Institute-of-Technology-(NYIT)/,New York Institute of Technology (NYIT),MSc,Full-time,1-2Years,English,Campus,
"Data Science, M.S.",https://www.masterstudies.com/Data-Science-M.S./USA/New-York-Institute-of-Technology-(NYIT)/,New York Institute of Technology (NYIT),MSc,Full-time,1-2Years,English,Campus,
Master of Science in Data Analytics and Strategic Business Intelligence,https://www.masterstudies.com/Master-of-Science-in-Data-Analytics-and-Strategic-Business-Intelligence/USA/Long-Island-University-Post-Campus/,"Long Island University, Post Campus",MSc,Full-time                                                     Part-time,1Years,English,Campus,
MA in Organizational Leadership,https://www.onlinestudies.com/MA-in-Organizational-Leadership/USA/Lewis-University-Online/,Lewis University Online,MA,Part-time,2Years,English,Online,
MA in Organizational Leadership - Organizational and Leadership Coaching,https://www.onlinestudies.com/MA-in-Organizational-Leadership-Organizational-and-Leadership-Coaching/USA/Lewis-University-Online/,Lewis University Online,MA,Part-time,2Years,English,Online,
MA in Organizational Leadership - Higher Education - Student Services,https://www.onlinestudies.com/MA-in-Organizational-Leadership-Higher-Education-Student-Services/USA/Lewis-University-Online/,Lewis University Online,MA,Part-time,2Years,English,Online,
MA in Organizational Leadership - Organizational Management,https://www.onlinestudies.com/MA-in-Organizational-Leadership-Organizational-Management/USA/Lewis-University-Online/,Lewis University Online,MA,Part-time,2Years,English,Online,
MA in Organizational Leadership - Training and Development,https://www.onlinestudies.com/MA-in-Organizational-Leadership-Training-and-Development/USA/Lewis-University-Online/,Lewis University Online,MA,Part-time,2Years,English,Online,
MS in Computer Science,https://www.onlinestudies.com/MS-in-Computer-Science/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Computer Science - Cyber Security,https://www.onlinestudies.com/MS-in-Computer-Science-Cyber-Security/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Computer Science - Intelligent Systems,https://www.onlinestudies.com/MS-in-Computer-Science-Intelligent-Systems/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Computer Science - Software Engineering,https://www.onlinestudies.com/MS-in-Computer-Science-Software-Engineering/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,,Online,
MS in Data Science,https://www.onlinestudies.com/MS-in-Data-Science/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Data Science - Computational Biology and Bioinformatics,https://www.onlinestudies.com/MS-in-Data-Science-Computational-Biology-and-Bioinformatics/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Data Science - Computer Science,https://www.onlinestudies.com/MS-in-Data-Science-Computer-Science/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Public Safety Administration,https://www.onlinestudies.com/MS-in-Public-Safety-Administration/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
MS in Criminal Justice,https://www.onlinestudies.com/MS-in-Criminal-Justice/USA/Lewis-University-Online/,Lewis University Online,MSc,Part-time,2Years,English,Online,
Master of Science in Decision Analysis,https://www.masterstudies.com/Master-of-Science-in-Decision-Analysis/USA/Minerva-Schools-at-KGI/,Minerva Schools at KGI,MSc,Part-time,21Months,English,Online,
Master of Science in Computer Science,https://www.masterstudies.com/Master-of-Science-in-Computer-Science/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Science in Electrical Engineering,https://www.masterstudies.com/Master-of-Science-in-Electrical-Engineering/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Science in Information Systems,https://www.masterstudies.com/Master-of-Science-in-Information-Systems/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Science in Industrial Engineering,https://www.masterstudies.com/Master-of-Science-in-Industrial-Engineering/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
MSc in Mechanical Engineering,https://www.masterstudies.com/MSc-in-Mechanical-Engineering/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Science in Civil Engineering,https://www.masterstudies.com/Master-of-Science-in-Civil-Engineering/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Science in Computer Engineering,https://www.masterstudies.com/Master-of-Science-in-Computer-Engineering/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Science in Engineering Management,https://www.masterstudies.com/Master-of-Science-in-Engineering-Management/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Construction Management,https://www.masterstudies.com/Master-of-Construction-Management/USA/University-of-Texas-Arlington/,University of Texas Arlington,Master,Full-time                                                     Part-time,2-3Semesters,English,Campus Online,
Master of Science in Business Analytics,https://www.masterstudies.com/Master-of-Science-in-Business-Analytics/USA/University-of-Texas-Arlington/,University of Texas Arlington,MSc,Full-time                                                     Part-time,2-3Semesters,English,Campus,
Master of Education,https://www.masterstudies.com/Master-of-Education/USA/Carthage-College/,Carthage College,Master,Part-time,,English,Campus,
Master of Science in Business Design and Innovation,https://www.masterstudies.com/Master-of-Science-in-Business-Design-and-Innovation/USA/Carthage-College/,Carthage College,MSc,Full-time,10Months,English,Campus,
Master of Arts in Communication,https://www.onlinestudies.com/Master-of-Arts-in-Communication/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Cultural Heritage Management,https://www.onlinestudies.com/Master-of-Arts-in-Cultural-Heritage-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Government,https://www.onlinestudies.com/Master-of-Arts-in-Government/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Museum Studies,https://www.onlinestudies.com/Master-of-Arts-in-Museum-Studies/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Public Management,https://www.onlinestudies.com/Master-of-Arts-in-Public-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Full-time                                                     Part-time,1-5Years,English,Online,
Master of Arts in Science Writing,https://www.onlinestudies.com/Master-of-Arts-in-Science-Writing/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Teaching Writing,https://www.onlinestudies.com/Master-of-Arts-in-Teaching-Writing/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Biotechnology Enterprise and Entrepreneurship,https://www.onlinestudies.com/Master-of-Biotechnology-Enterprise-and-Entrepreneurship/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",Master,Part-time,1-5Years,English,Online,
Master of Liberal Arts,https://www.onlinestudies.com/Master-of-Liberal-Arts/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",Master,Part-time,1-5Years,English,Online,
Master of Science in Applied Economics,https://www.onlinestudies.com/Master-of-Science-in-Applied-Economics/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-2Years,English,Online,
Master of Science in Bioinformatics,https://www.onlinestudies.com/Master-of-Science-in-Bioinformatics/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Biotechnology,https://www.onlinestudies.com/Master-of-Science-in-Biotechnology/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Energy Policy and Climate,https://www.onlinestudies.com/Master-of-Science-in-Energy-Policy-and-Climate/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Environmental Sciences and Policy,https://www.onlinestudies.com/Master-of-Science-in-Environmental-Sciences-and-Policy/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Business Design and Innovation,https://www.masterstudies.com/Master-of-Science-in-Business-Design-and-Innovation/USA/Carthage-College/,Carthage College,MSc,Full-time,10Months,English,Campus,
Master of Arts in Communication,https://www.onlinestudies.com/Master-of-Arts-in-Communication/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Cultural Heritage Management,https://www.onlinestudies.com/Master-of-Arts-in-Cultural-Heritage-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Government,https://www.onlinestudies.com/Master-of-Arts-in-Government/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Museum Studies,https://www.onlinestudies.com/Master-of-Arts-in-Museum-Studies/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Public Management,https://www.onlinestudies.com/Master-of-Arts-in-Public-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Full-time                                                     Part-time,1-5Years,English,Online,
Master of Arts in Science Writing,https://www.onlinestudies.com/Master-of-Arts-in-Science-Writing/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Teaching Writing,https://www.onlinestudies.com/Master-of-Arts-in-Teaching-Writing/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Biotechnology Enterprise and Entrepreneurship,https://www.onlinestudies.com/Master-of-Biotechnology-Enterprise-and-Entrepreneurship/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",Master,Part-time,1-5Years,English,Online,
Master of Liberal Arts,https://www.onlinestudies.com/Master-of-Liberal-Arts/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",Master,Part-time,1-5Years,English,Online,
Master of Science in Applied Economics,https://www.onlinestudies.com/Master-of-Science-in-Applied-Economics/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-2Years,English,Online,
Master of Science in Bioinformatics,https://www.onlinestudies.com/Master-of-Science-in-Bioinformatics/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Biotechnology,https://www.onlinestudies.com/Master-of-Science-in-Biotechnology/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Energy Policy and Climate,https://www.onlinestudies.com/Master-of-Science-in-Energy-Policy-and-Climate/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Environmental Sciences and Policy,https://www.onlinestudies.com/Master-of-Science-in-Environmental-Sciences-and-Policy/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MSc,Part-time,1-5Years,English,Online,
Master of Science in Business Design and Innovation,https://www.masterstudies.com/Master-of-Science-in-Business-Design-and-Innovation/USA/Carthage-College/,Carthage College,MSc,Full-time,10Months,English,Campus,
Master of Arts in Communication,https://www.onlinestudies.com/Master-of-Arts-in-Communication/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Cultural Heritage Management,https://www.onlinestudies.com/Master-of-Arts-in-Cultural-Heritage-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Government,https://www.onlinestudies.com/Master-of-Arts-in-Government/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Museum Studies,https://www.onlinestudies.com/Master-of-Arts-in-Museum-Studies/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Public Management,https://www.onlinestudies.com/Master-of-Arts-in-Public-Management/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Full-time                                                     Part-time,1-5Years,English,Online,
Master of Arts in Science Writing,https://www.onlinestudies.com/Master-of-Arts-in-Science-Writing/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Arts in Teaching Writing,https://www.onlinestudies.com/Master-of-Arts-in-Teaching-Writing/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",MA,Part-time,1-5Years,English,Online,
Master of Biotechnology Enterprise and Entrepreneurship,https://www.onlinestudies.com/Master-of-Biotechnology-Enterprise-and-Entrepreneurship/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"Johns Hopkins University, Advanced Academic Programs",Master,Part-time,1-5Years,English,Online,
